Label,EmailText,EmailText_uk
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,"Так, я думаю, що в кінотеатрі краще, тому що не треба спускатися до Плаза Маха."
ham,Ok... Ur typical reply...,Гаразд... Твоя типова відповідь...
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,"Згідно з вашим запитом ""Melle Melle (Oru Minnaminunginte Nurungu Vettam)"" встановлено як мелодію виклику для всіх абонентів. Натисніть *9, щоб скопіювати мелодію виклику ваших друзів"
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.","Ти скрізь бруд, на підлозі, на вікнах, навіть на моїй сорочці. А іноді, коли я відкриваю рота, ти - це все, що витікає з нього. Я мрію про світ без тебе, і тоді половина моїх обов'язків відпадає. Час радості для мене, багато телевізійних шоу, які я подивлюся. Але я гадаю, як і всі речі, ти просто мусиш існувати, як дощ, град і туман, і коли мій час тут закінчиться, ти і я станемо одним цілим."
ham,Aaooooright are you at work?,Ти на роботі?
ham,I'm leaving my house now...,Я виходжу з дому...
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?","Привіт, кохана. Що ти робиш? Ти був сьогодні на співбесіді? Ти щасливий? Ти хороший хлопчик? Думаєш про мене? Сумуєш за мною?"
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,"Повідомлення для клієнтів. На вас чекає новорічна доставка. Будь ласка, зателефонуйте за номером 07046744435 зараз, щоб оформити доставку"
spam,You are a winner U have been specially selected 2 receive ÃÂ¥ÃÂ£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Ви переможець Ви були спеціально відібрані 2 отримаєте 1000 фунтів стерлінгів готівкою або відпочинок у готелі 4* (flights inc) поспілкуйтеся з оператором наживо 2 надішліть заявку на 0871277810810
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,"Бережи себе для мене, тому що ти мені потрібен, я вже сумую за тобою і заздрю всім, хто бачить тебе в реальному житті."
ham,New car and house for my parents.:)i have only new job in hand:),Нова машина і будинок для моїх батьків:) У мене в планах тільки нова робота:)
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,"Я так тебе кохаю. Я радію кожному дню, проведеному з тобою. Ти робиш мене такою щасливою."
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-PLS STOP bootydelious (32/F) запрошує тебе стати її другом. Відповісти YES-434 або NO-434 Побачитися з нею: www.SMS.ac/u/bootydelious STOP? Надішліть STOP FRND на номер 62468
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu","BangBabes UR замовлення вже в дорозі. Ви ПОВИННІ отримати сервісне повідомлення 2 для завантаження контенту. Якщо цього не сталося, перейдіть на wap. bangb. tv в меню мобільного інтернету/послуг"
ham,I place all ur points on e cultures module already.,Я вже розмістив всі ваші бали на модулі е-культур.
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a ÃÂ¥ÃÂ£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,ТЕРМІНОВО! Ми намагаємося зв'язатися з вами. За результатами розіграшу на минулих вихідних ви ГАРАНТОВАНО виграли приз у розмірі 900 фунтів стерлінгів. Зателефонуйте за номером 09061701939. Код претензії S89. Дійсний лише 12 годин
